case_id,event_nr,activity,timestamp,resource,channel,customer_segment,product,location,system,wait_time_sec,duration_sec,cost_usd,priority,rework_flag,sla_breach,outcome,weekday,hour,case_day
C0059,6,Fulfill Request,2025-03-18 09:56:23,Agent_C,Email,SMB-Retail,Core,Remote,CRM-Z,272,60,115.38,Low,0,0,,Tuesday,9,2025-03-18
C0059,7,Notify Customer,2025-03-18 10:01:31,Agent_A,Email,SMB-Retail,Core,Remote,CRM-Z,248,45,114.64,Low,0,0,,Tuesday,10,2025-03-18
C0059,8,Close Ticket,2025-03-18 10:05:08,Agent_B,Email,SMB-Retail,Core,Remote,CRM-Z,172,38,110.67,High,0,0,Escalated,Tuesday,10,2025-03-18
C0060,1,Receive Request,2025-03-09 12:43:52,Agent_A,Phone,SMB-Retail,Core,Austin,AppX,172,50,85.44,Low,0,0,,Sunday,12,2025-03-09
C0060,2,Classify Request,2025-03-09 12:46:09,Agent_D,Phone,SMB-Retail,Core,Austin,AppX,87,40,91.16,Low,0,0,,Sunday,12,2025-03-09
C0060,3,Enrich Data,2025-03-09 12:47:57,Agent_E,Phone,SMB-Retail,Core,Austin,AppX,68,58,89.22,Medium,0,0,,Sunday,12,2025-03-09
C0060,4,Manual Approval,2025-03-09 12:58:31,Mgr_1,Phone,SMB-Retail,Core,Austin,AppX,576,363,106.23,Medium,0,0,,Sunday,12,2025-03-09
C0060,5,Quality Check,2025-03-09 13:07:42,QA_1,Phone,SMB-Retail,Core,Austin,AppX,188,85,99.13,Medium,0,1,,Sunday,13,2025-03-09
C0060,6,Enrich Data,2025-03-09 13:10:21,Agent_A,Phone,SMB-Retail,Core,Austin,AppX,74,60,89.1,High,1,0,,Sunday,13,2025-03-09
C0060,7,Quality Check,2025-03-09 13:14:53,QA_2,Phone,SMB-Retail,Core,Austin,AppX,212,104,94.82,Medium,0,0,,Sunday,13,2025-03-09
C0060,8,Fulfill Request,2025-03-09 13:17:19,Agent_C,Phone,SMB-Retail,Core,Austin,AppX,42,100,93.38,Medium,0,0,,Sunday,13,2025-03-09
C0060,9,Notify Customer,2025-03-09 13:31:08,Agent_D,Phone,SMB-Retail,Core,Austin,AppX,729,46,103.07,High,0,0,,Sunday,13,2025-03-09
C0060,10,Close Ticket,2025-03-09 13:34:58,Agent_E,Phone,SMB-Retail,Core,Austin,AppX,184,84,94.24,Medium,0,0,Resolved,Sunday,13,2025-03-09
C0061,1,Receive Request,2025-07-15 00:40:03,Agent_B,Phone,SMB-Healthcare,Plus,Chicago,AppX,63,84,75.27,Medium,0,0,,Tuesday,0,2025-07-15
C0061,2,Classify Request,2025-07-15 00:44:35,Agent_C,Phone,SMB-Healthcare,Plus,Chicago,AppX,188,29,72.95,Medium,0,0,,Tuesday,0,2025-07-15
C0061,3,Manual Approval,2025-07-15 00:46:39,Mgr_1,Phone,SMB-Healthcare,Plus,Chicago,AppX,95,79,74.41,Medium,0,0,,Tuesday,0,2025-07-15
C0061,4,Quality Check,2025-07-15 01:03:55,QA_2,Phone,SMB-Healthcare,Plus,Chicago,AppX,957,133,90.16,Medium,0,0,,Tuesday,1,2025-07-15
C0061,5,Fulfill Request,2025-07-15 01:07:10,Agent_A,Phone,SMB-Healthcare,Plus,Chicago,AppX,62,170,74.78,Low,0,0,,Tuesday,1,2025-07-15
C0061,6,Notify Customer,2025-07-15 01:11:09,Agent_B,Phone,SMB-Healthcare,Plus,Chicago,AppX,69,57,72.51,Medium,0,0,,Tuesday,1,2025-07-15
C0061,7,Close Ticket,2025-07-15 01:13:14,Agent_B,Phone,SMB-Healthcare,Plus,Chicago,AppX,68,18,72.77,High,0,1,Cancelled,Tuesday,1,2025-07-15
C0062,1,Receive Request,2025-05-28 19:11:25,Agent_E,Chat,SMB-Retail,Core,Austin,ERP-Y,145,71,55.28,Medium,0,0,,Wednesday,19,2025-05-28
C0062,2,Classify Request,2025-05-28 19:14:05,Agent_E,Chat,SMB-Retail,Core,Austin,ERP-Y,89,38,54.79,Medium,0,0,,Wednesday,19,2025-05-28
C0062,3,Enrich Data,2025-05-28 19:18:53,Agent_E,Chat,SMB-Retail,Core,Austin,ERP-Y,250,62,57.58,Low,1,0,,Wednesday,19,2025-05-28
C0062,4,Quality Check,2025-05-28 19:20:59,QA_1,Chat,SMB-Retail,Core,Austin,ERP-Y,64,100,53.59,Medium,0,0,,Wednesday,19,2025-05-28
C0062,5,Fulfill Request,2025-05-28 19:25:20,Agent_A,Chat,SMB-Retail,Core,Austin,ERP-Y,161,122,61.83,Medium,0,0,,Wednesday,19,2025-05-28
C0062,6,Notify Customer,2025-05-28 19:28:20,Agent_A,Chat,SMB-Retail,Core,Austin,ERP-Y,58,10,55.1,Medium,0,0,,Wednesday,19,2025-05-28
C0062,7,Close Ticket,2025-05-28 19:30:16,Agent_E,Chat,SMB-Retail,Core,Austin,ERP-Y,106,52,53.77,Medium,0,0,Cancelled,Wednesday,19,2025-05-28
C0063,1,Receive Request,2025-06-01 02:18:16,Agent_E,Email,SMB-Retail,Core,Chicago,ERP-Y,76,38,66.23,Medium,0,1,,Sunday,2,2025-06-01
C0063,2,Classify Request,2025-06-01 02:20:36,Agent_D,Email,SMB-Retail,Core,Chicago,ERP-Y,102,87,65.78,High,0,0,,Sunday,2,2025-06-01
C0063,3,Enrich Data,2025-06-01 02:23:53,Agent_D,Email,SMB-Retail,Core,Chicago,ERP-Y,110,163,69.6,Medium,1,0,,Sunday,2,2025-06-01
C0063,4,Manual Approval,2025-06-01 03:02:24,Mgr_1,Email,SMB-Retail,Core,Chicago,ERP-Y,2148,66,106.8,Low,0,1,,Sunday,3,2025-06-01
C0063,5,Quality Check,2025-06-01 03:15:36,QA_1,Email,SMB-Retail,Core,Chicago,ERP-Y,726,409,82.6,Medium,0,0,,Sunday,3,2025-06-01
C0063,6,Fulfill Request,2025-06-01 03:24:49,Agent_C,Email,SMB-Retail,Core,Chicago,ERP-Y,144,125,71.4,Low,0,0,,Sunday,3,2025-06-01
C0063,7,Notify Customer,2025-06-01 03:28:31,Agent_A,Email,SMB-Retail,Core,Chicago,ERP-Y,97,30,63.63,Low,0,0,,Sunday,3,2025-06-01
C0063,8,Close Ticket,2025-06-01 03:30:53,Agent_D,Email,SMB-Retail,Core,Chicago,ERP-Y,112,59,67.36,Medium,0,0,Resolved,Sunday,3,2025-06-01
C0064,1,Receive Request,2025-03-09 06:23:55,Agent_B,Phone,SMB-Tech,Core,Remote,AppX,115,36,126.66,Medium,0,1,,Sunday,6,2025-03-09
C0064,2,Classify Request,2025-03-09 06:26:30,Agent_D,Phone,SMB-Tech,Core,Remote,AppX,119,14,126.64,High,0,0,,Sunday,6,2025-03-09
C0064,3,Enrich Data,2025-03-09 06:35:47,Agent_A,Phone,SMB-Tech,Core,Remote,AppX,543,215,139.16,Medium,0,0,,Sunday,6,2025-03-09
C0064,4,Manual Approval,2025-03-09 06:44:03,Mgr_1,Phone,SMB-Tech,Core,Remote,AppX,281,95,130.1,Medium,0,0,,Sunday,6,2025-03-09
C0064,5,Quality Check,2025-03-09 07:16:43,QA_2,Phone,SMB-Tech,Core,Remote,AppX,1865,137,167.0,High,0,0,,Sunday,7,2025-03-09
C0064,6,Enrich Data,2025-03-09 07:25:15,Agent_D,Phone,SMB-Tech,Core,Remote,AppX,375,39,129.56,Medium,1,0,,Sunday,7,2025-03-09
C0064,7,Quality Check,2025-03-09 07:30:15,QA_2,Phone,SMB-Tech,Core,Remote,AppX,261,218,130.36,Low,0,0,,Sunday,7,2025-03-09
C0064,8,Fulfill Request,2025-03-09 07:35:42,Agent_D,Phone,SMB-Tech,Core,Remote,AppX,109,61,127.68,Medium,0,0,,Sunday,7,2025-03-09
C0064,9,Notify Customer,2025-03-09 07:37:54,Agent_A,Phone,SMB-Tech,Core,Remote,AppX,71,94,130.23,High,0,0,,Sunday,7,2025-03-09
C0064,10,Close Ticket,2025-03-09 07:42:13,Agent_B,Phone,SMB-Tech,Core,Remote,AppX,165,56,136.13,Medium,0,1,Resolved,Sunday,7,2025-03-09
C0065,1,Receive Request,2025-07-23 05:40:30,Agent_B,Email,SMB-Services,Pro,Austin,ERP-Y,30,27,62.69,Medium,0,0,,Wednesday,5,2025-07-23
C0065,2,Classify Request,2025-07-23 05:43:21,Agent_D,Email,SMB-Services,Pro,Austin,ERP-Y,144,18,65.6,Low,0,0,,Wednesday,5,2025-07-23
C0065,3,Enrich Data,2025-07-23 05:44:21,Agent_C,Email,SMB-Services,Pro,Austin,ERP-Y,42,88,62.74,Medium,0,0,,Wednesday,5,2025-07-23
C0065,4,Manual Approval,2025-07-23 06:03:30,Mgr_1,Email,SMB-Services,Pro,Austin,ERP-Y,1061,431,87.83,Medium,0,0,,Wednesday,6,2025-07-23
C0065,5,Quality Check,2025-07-23 06:30:13,QA_1,Email,SMB-Services,Pro,Austin,ERP-Y,1172,465,93.61,Medium,0,0,,Wednesday,6,2025-07-23
C0065,6,Enrich Data,2025-07-23 06:39:19,Agent_B,Email,SMB-Services,Pro,Austin,ERP-Y,81,42,60.43,High,0,1,,Wednesday,6,2025-07-23
C0065,7,Quality Check,2025-07-23 06:45:08,QA_2,Email,SMB-Services,Pro,Austin,ERP-Y,307,56,62.05,High,0,0,,Wednesday,6,2025-07-23
C0065,8,Fulfill Request,2025-07-23 06:48:49,Agent_C,Email,SMB-Services,Pro,Austin,ERP-Y,165,63,66.15,Medium,0,0,,Wednesday,6,2025-07-23
C0065,9,Notify Customer,2025-07-23 06:51:30,Agent_D,Email,SMB-Services,Pro,Austin,ERP-Y,98,67,62.01,Medium,0,0,,Wednesday,6,2025-07-23
C0065,10,Close Ticket,2025-07-23 06:56:17,Agent_C,Email,SMB-Services,Pro,Austin,ERP-Y,220,64,57.46,Medium,0,0,Resolved,Wednesday,6,2025-07-23
C0066,1,Receive Request,2025-07-04 03:38:35,Agent_C,Email,SMB-Healthcare,Core,Denver,AppX,35,14,115.21,High,0,0,,Friday,3,2025-07-04
C0066,2,Classify Request,2025-07-04 03:41:40,Agent_A,Email,SMB-Healthcare,Core,Denver,AppX,171,41,121.58,Medium,0,0,,Friday,3,2025-07-04
C0066,3,Manual Approval,2025-07-04 04:05:01,Mgr_1,Email,SMB-Healthcare,Core,Denver,AppX,1360,536,151.23,Medium,0,0,,Friday,4,2025-07-04
C0066,4,Quality Check,2025-07-04 04:20:19,QA_1,Email,SMB-Healthcare,Core,Denver,AppX,382,156,124.39,Medium,0,0,,Friday,4,2025-07-04
C0066,5,Enrich Data,2025-07-04 04:28:24,Agent_B,Email,SMB-Healthcare,Core,Denver,AppX,329,77,124.48,Low,0,0,,Friday,4,2025-07-04
C0066,6,Quality Check,2025-07-04 04:51:25,QA_1,Email,SMB-Healthcare,Core,Denver,AppX,1304,109,146.48,Low,0,0,,Friday,4,2025-07-04
C0066,7,Fulfill Request,2025-07-04 05:05:13,Agent_E,Email,SMB-Healthcare,Core,Denver,AppX,719,60,132.91,High,0,1,,Friday,5,2025-07-04
C0066,8,Notify Customer,2025-07-04 05:14:21,Agent_E,Email,SMB-Healthcare,Core,Denver,AppX,488,35,123.78,Medium,0,0,,Friday,5,2025-07-04
C0066,9,Close Ticket,2025-07-04 05:17:49,Agent_E,Email,SMB-Healthcare,Core,Denver,AppX,173,34,121.63,Low,0,1,Escalated,Friday,5,2025-07-04
C0067,1,Receive Request,2025-03-20 00:13:17,Agent_D,Web,SMB-Tech,Plus,Chicago,AppX,77,47,137.57,Low,0,0,,Thursday,0,2025-03-20
C0067,2,Classify Request,2025-03-20 00:16:12,Agent_E,Web,SMB-Tech,Plus,Chicago,AppX,128,14,141.07,Medium,0,0,,Thursday,0,2025-03-20
C0067,3,Enrich Data,2025-03-20 00:20:02,Agent_A,Web,SMB-Tech,Plus,Chicago,AppX,216,45,142.27,Medium,0,0,,Thursday,0,2025-03-20
C0067,4,Manual Approval,2025-03-20 00:22:16,Mgr_1,Web,SMB-Tech,Plus,Chicago,AppX,89,73,144.43,Low,0,1,,Thursday,0,2025-03-20
C0067,5,Quality Check,2025-03-20 00:29:44,QA_1,Web,SMB-Tech,Plus,Chicago,AppX,375,108,149.04,High,0,0,,Thursday,0,2025-03-20
C0067,6,Fulfill Request,2025-03-20 00:35:13,Agent_E,Web,SMB-Tech,Plus,Chicago,AppX,221,119,139.78,Medium,0,0,,Thursday,0,2025-03-20
C0067,7,Notify Customer,2025-03-20 00:41:40,Agent_B,Web,SMB-Tech,Plus,Chicago,AppX,268,20,147.71,High,0,0,,Thursday,0,2025-03-20
C0067,8,Close Ticket,2025-03-20 00:43:16,Agent_A,Web,SMB-Tech,Plus,Chicago,AppX,76,23,144.65,High,0,0,Resolved,Thursday,0,2025-03-20
C0068,1,Receive Request,2025-03-24 14:06:20,Agent_A,Web,SMB-Tech,Plus,Denver,ERP-Y,1340,26,81.07,Low,0,0,,Monday,14,2025-03-24
C0068,2,Classify Request,2025-03-24 14:07:26,Agent_E,Web,SMB-Tech,Plus,Denver,ERP-Y,40,39,56.94,Low,0,0,,Monday,14,2025-03-24
C0068,3,Enrich Data,2025-03-24 14:10:49,Agent_A,Web,SMB-Tech,Plus,Denver,ERP-Y,164,119,53.75,Medium,0,1,,Monday,14,2025-03-24
C0068,4,Manual Approval,2025-03-24 14:19:26,Mgr_1,Web,SMB-Tech,Plus,Denver,ERP-Y,398,60,63.9,Medium,0,0,,Monday,14,2025-03-24
C0068,5,Quality Check,2025-03-24 14:32:08,QA_1,Web,SMB-Tech,Plus,Denver,ERP-Y,702,76,65.17,Low,0,0,,Monday,14,2025-03-24
C0068,6,Enrich Data,2025-03-24 14:37:27,Agent_C,Web,SMB-Tech,Plus,Denver,ERP-Y,243,124,59.05,Medium,0,0,,Monday,14,2025-03-24
C0068,7,Quality Check,2025-03-24 14:42:47,QA_1,Web,SMB-Tech,Plus,Denver,ERP-Y,196,156,60.4,Medium,0,0,,Monday,14,2025-03-24
C0068,8,Fulfill Request,2025-03-24 14:48:35,Agent_D,Web,SMB-Tech,Plus,Denver,ERP-Y,192,87,63.65,Medium,0,0,,Monday,14,2025-03-24
C0068,9,Notify Customer,2025-03-24 14:51:15,Agent_E,Web,SMB-Tech,Plus,Denver,ERP-Y,73,84,58.4,Low,0,0,,Monday,14,2025-03-24
C0068,10,Close Ticket,2025-03-24 14:53:57,Agent_C,Web,SMB-Tech,Plus,Denver,ERP-Y,78,49,57.42,Low,0,0,Resolved,Monday,14,2025-03-24
C0069,1,Receive Request,2025-03-04 00:53:29,Agent_C,Email,SMB-Retail,Core,Austin,CRM-Z,149,77,108.95,High,0,0,,Tuesday,0,2025-03-04
C0069,2,Classify Request,2025-03-04 00:55:40,Agent_B,Email,SMB-Retail,Core,Austin,CRM-Z,54,21,105.49,Low,0,0,,Tuesday,0,2025-03-04
C0069,3,Enrich Data,2025-03-04 00:57:24,Agent_A,Email,SMB-Retail,Core,Austin,CRM-Z,83,48,111.95,Medium,0,0,,Tuesday,0,2025-03-04
C0069,4,Manual Approval,2025-03-04 01:03:48,Mgr_1,Email,SMB-Retail,Core,Austin,CRM-Z,336,452,119.64,Medium,0,0,,Tuesday,1,2025-03-04
C0069,5,Quality Check,2025-03-04 01:19:46,QA_2,Email,SMB-Retail,Core,Austin,CRM-Z,506,163,119.77,Low,0,1,,Tuesday,1,2025-03-04
C0069,6,Enrich Data,2025-03-04 01:23:46,Agent_B,Email,SMB-Retail,Core,Austin,CRM-Z,77,30,108.51,Low,1,0,,Tuesday,1,2025-03-04
C0069,7,Quality Check,2025-03-04 01:29:37,QA_2,Email,SMB-Retail,Core,Austin,CRM-Z,321,86,115.66,Medium,0,1,,Tuesday,1,2025-03-04
C0069,8,Fulfill Request,2025-03-04 01:32:54,Agent_B,Email,SMB-Retail,Core,Austin,CRM-Z,111,68,107.59,Medium,0,0,,Tuesday,1,2025-03-04
C0069,9,Notify Customer,2025-03-04 01:36:28,Agent_D,Email,SMB-Retail,Core,Austin,CRM-Z,146,74,107.15,Medium,0,0,,Tuesday,1,2025-03-04
C0069,10,Close Ticket,2025-03-04 01:38:58,Agent_D,Email,SMB-Retail,Core,Austin,CRM-Z,76,16,105.66,Medium,0,0,Resolved,Tuesday,1,2025-03-04
C0070,1,Receive Request,2025-03-21 23:34:29,Agent_E,Email,SMB-Retail,Core,Remote,AppX,29,93,73.17,Low,0,0,,Friday,23,2025-03-21
C0070,2,Classify Request,2025-03-21 23:51:39,Agent_D,Email,SMB-Retail,Core,Remote,AppX,937,12,83.24,High,0,0,,Friday,23,2025-03-21
C0070,3,Enrich Data,2025-03-21 23:57:23,Agent_A,Email,SMB-Retail,Core,Remote,AppX,332,56,76.3,High,0,0,,Friday,23,2025-03-21
C0070,4,Manual Approval,2025-03-22 00:02:01,Mgr_1,Email,SMB-Retail,Core,Remote,AppX,222,285,74.98,Medium,0,0,,Saturday,0,2025-03-22
C0070,5,Quality Check,2025-03-22 00:24:16,QA_2,Email,SMB-Retail,Core,Remote,AppX,1050,160,91.95,Medium,0,0,,Saturday,0,2025-03-22
C0070,6,Fulfill Request,2025-03-22 00:28:03,Agent_D,Email,SMB-Retail,Core,Remote,AppX,67,78,65.96,Medium,0,0,,Saturday,0,2025-03-22
C0070,7,Notify Customer,2025-03-22 00:32:37,Agent_D,Email,SMB-Retail,Core,Remote,AppX,196,22,66.2,Medium,0,0,,Saturday,0,2025-03-22
C0070,8,Close Ticket,2025-03-22 00:33:42,Agent_E,Email,SMB-Retail,Core,Remote,AppX,43,23,72.53,High,0,0,Escalated,Saturday,0,2025-03-22
C0071,1,Receive Request,2025-08-12 12:50:25,Agent_E,Phone,SMB-Healthcare,Core,Austin,CRM-Z,85,28,133.21,Medium,0,0,,Tuesday,12,2025-08-12
C0071,2,Classify Request,2025-08-12 12:54:24,Agent_D,Phone,SMB-Healthcare,Core,Austin,CRM-Z,211,20,133.44,Medium,0,0,,Tuesday,12,2025-08-12
C0071,3,Manual Approval,2025-08-12 12:56:38,Mgr_1,Phone,SMB-Healthcare,Core,Austin,CRM-Z,114,96,133.08,High,0,0,,Tuesday,12,2025-08-12
C0071,4,Quality Check,2025-08-12 13:05:44,QA_2,Phone,SMB-Healthcare,Core,Austin,CRM-Z,450,144,143.13,Low,0,0,,Tuesday,13,2025-08-12
C0071,5,Fulfill Request,2025-08-12 13:09:53,Agent_B,Phone,SMB-Healthcare,Core,Austin,CRM-Z,105,150,136.51,High,0,0,,Tuesday,13,2025-08-12
C0071,6,Notify Customer,2025-08-12 13:14:29,Agent_B,Phone,SMB-Healthcare,Core,Austin,CRM-Z,126,129,134.91,Medium,0,0,,Tuesday,13,2025-08-12
C0071,7,Close Ticket,2025-08-12 13:18:31,Agent_C,Phone,SMB-Healthcare,Core,Austin,CRM-Z,113,55,129.61,High,0,0,Resolved,Tuesday,13,2025-08-12
C0072,1,Receive Request,2025-07-30 15:54:42,Agent_A,Email,SMB-Healthcare,Core,Remote,CRM-Z,42,68,125.49,Medium,0,0,,Wednesday,15,2025-07-30
C0072,2,Classify Request,2025-07-30 15:57:39,Agent_A,Email,SMB-Healthcare,Core,Remote,CRM-Z,109,71,128.51,High,0,0,,Wednesday,15,2025-07-30
C0072,3,Manual Approval,2025-07-30 16:06:33,Mgr_1,Email,SMB-Healthcare,Core,Remote,CRM-Z,463,196,134.31,Low,0,1,,Wednesday,16,2025-07-30
C0072,4,Quality Check,2025-07-30 16:12:21,QA_1,Email,SMB-Healthcare,Core,Remote,CRM-Z,152,113,122.09,Medium,0,1,,Wednesday,16,2025-07-30
C0072,5,Enrich Data,2025-07-30 16:16:25,Agent_C,Email,SMB-Healthcare,Core,Remote,CRM-Z,131,45,124.35,Medium,0,0,,Wednesday,16,2025-07-30
C0072,6,Quality Check,2025-07-30 16:34:48,QA_1,Email,SMB-Healthcare,Core,Remote,CRM-Z,1058,150,147.36,Low,0,0,,Wednesday,16,2025-07-30
C0072,7,Fulfill Request,2025-07-30 16:40:12,Agent_B,Email,SMB-Healthcare,Core,Remote,CRM-Z,174,118,124.98,Low,0,0,,Wednesday,16,2025-07-30
C0072,8,Notify Customer,2025-07-30 16:46:25,Agent_E,Email,SMB-Healthcare,Core,Remote,CRM-Z,255,79,121.41,Low,0,0,,Wednesday,16,2025-07-30
C0072,9,Close Ticket,2025-07-30 16:52:02,Agent_D,Email,SMB-Healthcare,Core,Remote,CRM-Z,258,275,133.01,Medium,0,0,Escalated,Wednesday,16,2025-07-30
C0073,1,Receive Request,2025-07-13 02:39:19,Agent_B,Email,SMB-Services,Plus,Remote,ERP-Y,199,30,90.93,Medium,0,0,,Sunday,2,2025-07-13
C0073,2,Classify Request,2025-07-13 02:42:06,Agent_D,Email,SMB-Services,Plus,Remote,ERP-Y,137,20,91.22,Medium,0,0,,Sunday,2,2025-07-13
C0073,3,Enrich Data,2025-07-13 02:45:15,Agent_A,Email,SMB-Services,Plus,Remote,ERP-Y,169,62,92.21,High,0,0,,Sunday,2,2025-07-13
C0073,4,Manual Approval,2025-07-13 02:48:46,Mgr_1,Email,SMB-Services,Plus,Remote,ERP-Y,149,241,94.56,High,0,0,,Sunday,2,2025-07-13
C0073,5,Quality Check,2025-07-13 03:08:22,QA_1,Email,SMB-Services,Plus,Remote,ERP-Y,935,138,103.79,High,0,0,,Sunday,3,2025-07-13
C0073,6,Fulfill Request,2025-07-13 03:13:22,Agent_C,Email,SMB-Services,Plus,Remote,ERP-Y,162,60,89.23,High,0,0,,Sunday,3,2025-07-13
C0073,7,Notify Customer,2025-07-13 03:14:51,Agent_E,Email,SMB-Services,Plus,Remote,ERP-Y,29,56,91.57,Medium,0,0,,Sunday,3,2025-07-13
C0073,8,Close Ticket,2025-07-13 03:21:52,Agent_D,Email,SMB-Services,Plus,Remote,ERP-Y,365,15,92.2,Low,0,0,Cancelled,Sunday,3,2025-07-13
C0074,1,Receive Request,2025-03-01 09:47:56,Agent_E,Email,SMB-Tech,Pro,Denver,ERP-Y,56,36,146.41,High,0,0,,Saturday,9,2025-03-01
C0074,2,Classify Request,2025-03-01 09:50:00,Agent_B,Email,SMB-Tech,Pro,Denver,ERP-Y,88,19,150.48,Low,0,0,,Saturday,9,2025-03-01
C0074,3,Enrich Data,2025-03-01 09:50:43,Agent_C,Email,SMB-Tech,Pro,Denver,ERP-Y,24,39,148.35,Medium,0,0,,Saturday,9,2025-03-01
C0074,4,Manual Approval,2025-03-01 09:55:27,Mgr_1,Email,SMB-Tech,Pro,Denver,ERP-Y,245,233,154.44,Medium,0,0,,Saturday,9,2025-03-01
C0074,5,Quality Check,2025-03-01 10:04:13,QA_1,Email,SMB-Tech,Pro,Denver,ERP-Y,293,100,153.03,High,0,0,,Saturday,10,2025-03-01
C0074,6,Fulfill Request,2025-03-01 10:09:17,Agent_E,Email,SMB-Tech,Pro,Denver,ERP-Y,204,68,154.93,Medium,0,1,,Saturday,10,2025-03-01
C0074,7,Notify Customer,2025-03-01 10:11:59,Agent_E,Email,SMB-Tech,Pro,Denver,ERP-Y,94,16,149.21,High,0,0,,Saturday,10,2025-03-01
C0074,8,Close Ticket,2025-03-01 10:15:20,Agent_B,Email,SMB-Tech,Pro,Denver,ERP-Y,185,66,153.67,Medium,0,0,Resolved,Saturday,10,2025-03-01
C0075,1,Receive Request,2025-08-15 11:34:47,Agent_B,Web,SMB-Healthcare,Plus,Remote,AppX,47,112,96.26,Medium,0,0,,Friday,11,2025-08-15
C0075,2,Classify Request,2025-08-15 11:37:02,Agent_C,Web,SMB-Healthcare,Plus,Remote,AppX,23,25,92.41,Low,0,0,,Friday,11,2025-08-15
C0075,3,Enrich Data,2025-08-15 11:38:18,Agent_B,Web,SMB-Healthcare,Plus,Remote,AppX,51,130,96.94,Low,1,0,,Friday,11,2025-08-15
C0075,4,Manual Approval,2025-08-15 11:43:29,Mgr_1,Web,SMB-Healthcare,Plus,Remote,AppX,181,207,102.06,Medium,0,0,,Friday,11,2025-08-15
C0075,5,Quality Check,2025-08-15 11:52:59,QA_1,Web,SMB-Healthcare,Plus,Remote,AppX,363,174,101.58,Medium,0,0,,Friday,11,2025-08-15
C0075,6,Fulfill Request,2025-08-15 12:05:08,Agent_C,Web,SMB-Healthcare,Plus,Remote,AppX,555,123,104.89,High,0,0,,Friday,12,2025-08-15
C0075,7,Notify Customer,2025-08-15 12:09:15,Agent_B,Web,SMB-Healthcare,Plus,Remote,AppX,124,19,98.67,High,0,0,,Friday,12,2025-08-15
C0075,8,Close Ticket,2025-08-15 12:30:38,Agent_B,Web,SMB-Healthcare,Plus,Remote,AppX,1264,38,114.12,High,0,0,Resolved,Friday,12,2025-08-15
C0076,1,Receive Request,2025-08-04 18:32:27,Agent_D,Phone,SMB-Retail,Core,Denver,AppX,147,10,95.64,High,0,0,,Monday,18,2025-08-04
C0076,2,Classify Request,2025-08-04 18:33:16,Agent_A,Phone,SMB-Retail,Core,Denver,AppX,39,76,95.71,Low,0,0,,Monday,18,2025-08-04
C0076,3,Enrich Data,2025-08-04 18:43:35,Agent_C,Phone,SMB-Retail,Core,Denver,AppX,543,60,104.69,Medium,0,0,,Monday,18,2025-08-04
C0076,4,Manual Approval,2025-08-04 18:48:16,Mgr_1,Phone,SMB-Retail,Core,Denver,AppX,221,268,103.06,Low,0,1,,Monday,18,2025-08-04
C0076,5,Quality Check,2025-08-04 19:40:48,QA_1,Phone,SMB-Retail,Core,Denver,AppX,2884,79,152.98,Medium,0,0,,Monday,19,2025-08-04
C0076,6,Fulfill Request,2025-08-04 19:43:37,Agent_C,Phone,SMB-Retail,Core,Denver,AppX,90,143,103.74,Medium,0,0,,Monday,19,2025-08-04
C0076,7,Notify Customer,2025-08-04 19:51:31,Agent_A,Phone,SMB-Retail,Core,Denver,AppX,331,10,102.58,Medium,0,1,,Monday,19,2025-08-04
C0076,8,Close Ticket,2025-08-04 19:52:44,Agent_E,Phone,SMB-Retail,Core,Denver,AppX,63,12,95.95,Medium,0,1,Escalated,Monday,19,2025-08-04
C0077,1,Receive Request,2025-03-03 21:34:24,Agent_E,Email,SMB-Healthcare,Core,Chicago,ERP-Y,264,11,66.86,Medium,0,0,,Monday,21,2025-03-03
C0077,2,Classify Request,2025-03-03 21:38:23,Agent_C,Email,SMB-Healthcare,Core,Chicago,ERP-Y,228,49,63.93,Medium,0,0,,Monday,21,2025-03-03
C0077,3,Manual Approval,2025-03-03 21:43:46,Mgr_1,Email,SMB-Healthcare,Core,Chicago,ERP-Y,274,89,65.67,Low,0,0,,Monday,21,2025-03-03
C0077,4,Quality Check,2025-03-03 21:58:00,QA_2,Email,SMB-Healthcare,Core,Chicago,ERP-Y,765,47,74.85,Medium,0,0,,Monday,21,2025-03-03
C0077,5,Fulfill Request,2025-03-03 22:01:05,Agent_A,Email,SMB-Healthcare,Core,Chicago,ERP-Y,138,92,63.75,Medium,0,0,,Monday,22,2025-03-03
C0077,6,Notify Customer,2025-03-03 22:04:27,Agent_C,Email,SMB-Healthcare,Core,Chicago,ERP-Y,110,22,56.03,Medium,0,0,,Monday,22,2025-03-03
C0077,7,Close Ticket,2025-03-03 22:08:04,Agent_D,Email,SMB-Healthcare,Core,Chicago,ERP-Y,195,46,61.92,Medium,0,0,Cancelled,Monday,22,2025-03-03
C0078,1,Receive Request,2025-05-15 03:06:46,Agent_D,Web,SMB-Tech,Core,Denver,AppX,166,10,93.25,Low,0,0,,Thursday,3,2025-05-15
C0078,2,Classify Request,2025-05-15 03:10:03,Agent_D,Web,SMB-Tech,Core,Denver,AppX,187,30,97.71,High,0,0,,Thursday,3,2025-05-15
C0078,3,Enrich Data,2025-05-15 03:12:19,Agent_A,Web,SMB-Tech,Core,Denver,AppX,106,108,95.48,Low,0,0,,Thursday,3,2025-05-15
